 Óbitos infantis - Brasil
Óbitos p/Residênc por Município e Causas evitáveis - 0 a 4 anos
Período:1997
"Município";"1.1. Reduzível pelas ações de imunização";"1.2.1 Reduzíveis atenção à mulher na gestação";"1.2.2 Reduz por adequada atenção à mulher no parto";"1.2.3 Reduzíveis adequada atenção ao recém-nascido";"1.3. Reduz ações diagnóstico e tratamento adequado";"1.4. Reduz. ações promoção à saúde vinc. Aç. At";"2. Causas mal definidas";"3. Demais causas (não claramente evitáveis)";"Total"
"421555 SANTA HELENA";-;-;-;-;-;1;-;-;1
"421560 SANTA ROSA DE LIMA";-;-;-;-;-;-;-;-;-
"421565 SANTA ROSA DO SUL";-;-;-;-;-;-;-;-;-
"421567 SANTA TEREZINHA";-;-;-;-;-;2;-;1;3
"421568 SANTA TEREZINHA DO PROGRESSO";-;-;-;-;-;-;-;-;-
"421569 SANTIAGO DO SUL";-;-;-;-;-;-;-;-;-
"421570 SANTO AMARO DA IMPERATRIZ";-;-;-;1;-;1;-;1;3
"421575 SAO BERNARDINO";-;-;-;-;-;-;-;1;1
"421580 SAO BENTO DO SUL";-;8;2;8;4;-;1;3;26
"421590 SAO BONIFACIO";-;1;-;-;1;-;-;-;2
"421600 SAO CARLOS";-;2;1;-;1;1;-;-;5
"421605 SAO CRISTOVAO DO SUL";-;-;-;-;-;-;1;-;1
"421610 SAO DOMINGOS";-;-;-;-;-;3;-;1;4
"421620 SAO FRANCISCO DO SUL";-;4;2;2;1;-;-;2;11
"421625 SAO JOAO DO OESTE";-;-;-;-;-;-;-;-;-
"421630 SAO JOAO BATISTA";-;-;-;1;-;-;-;2;3
"421635 SAO JOAO DO ITAPERIU";-;1;-;-;-;-;-;1;2
"421640 SAO JOAO DO SUL";-;-;-;-;-;1;-;-;1
"421650 SAO JOAQUIM";-;-;-;-;1;-;-;2;3
"421660 SAO JOSE";1;9;7;9;3;6;-;9;44
"421670 SAO JOSE DO CEDRO";-;2;-;-;-;-;-;-;2
"421680 SAO JOSE DO CERRITO";-;-;-;-;-;1;1;1;3
"421690 SAO LOURENCO DO OESTE";-;-;1;-;-;-;-;2;3
"421700 SAO LUDGERO";-;-;-;-;-;-;-;1;1
"421710 SAO MARTINHO";-;1;-;-;-;-;-;-;1
"421715 SAO MIGUEL DA BOA VISTA";-;-;-;-;-;-;-;-;-
"421720 SAO MIGUEL DO OESTE";-;6;-;3;5;5;-;2;21
"421725 SAO PEDRO DE ALCANTARA";-;-;-;-;-;-;-;-;-
"421730 SAUDADES";-;-;-;-;-;-;-;-;-
"421740 SCHROEDER";-;1;-;-;-;-;-;-;1
"421750 SEARA";-;2;2;2;-;-;-;1;7
"421755 SERRA ALTA";-;-;-;2;-;-;-;-;2
"421760 SIDEROPOLIS";1;-;-;-;-;-;-;-;1
"421770 SOMBRIO";-;-;-;1;-;-;-;1;2
"421775 SUL BRASIL";-;-;-;1;-;-;-;-;1
"421780 TAIO";-;2;-;1;-;-;-;2;5
"421790 TANGARA";-;1;-;-;-;2;-;2;5
"421795 TIGRINHOS";-;-;-;-;-;-;-;-;-
"421800 TIJUCAS";-;2;3;2;3;3;-;1;14
"421810 TIMBE DO SUL";-;-;-;1;-;-;-;2;3
"421820 TIMBO";-;1;1;5;1;-;-;3;11
"421825 TIMBO GRANDE";-;-;1;-;-;1;-;-;2
"421830 TRES BARRAS";-;1;3;1;2;2;2;-;11
"421835 TREVISO";-;-;-;-;-;-;-;-;-
"421840 TREZE DE MAIO";-;-;-;2;-;-;-;1;3
"421850 TREZE TILIAS";-;-;1;-;1;-;-;-;2
"421860 TROMBUDO CENTRAL";-;2;1;-;-;-;-;-;3
"421870 TUBARAO";-;4;1;5;1;-;1;2;14
"421875 TUNAPOLIS";-;-;1;-;-;1;-;1;3
"421880 TURVO";-;-;-;-;-;-;-;3;3
"421885 UNIAO DO OESTE";-;-;-;1;-;-;1;-;2
"421890 URUBICI";-;1;-;1;-;3;-;2;7
"421895 URUPEMA";-;-;-;-;-;-;-;1;1
"421900 URUSSANGA";-;1;-;2;-;-;-;2;5
"421910 VARGEAO";-;1;-;-;-;-;-;-;1
"421915 VARGEM";-;-;-;-;-;-;-;-;-
"421917 VARGEM BONITA";-;-;-;-;-;1;-;1;2
"421920 VIDAL RAMOS";-;-;-;2;1;-;-;-;3
"421930 VIDEIRA";-;6;1;5;1;-;-;9;22
"421935 VITOR MEIRELES";-;-;1;-;-;-;1;-;2
"421940 WITMARSUM";-;-;-;-;-;-;-;-;-
"421950 XANXERE";-;4;2;5;2;2;1;6;22
"421960 XAVANTINA";-;-;-;1;-;-;-;-;1
"421970 XAXIM";-;2;1;1;1;1;-;1;7
"421985 ZORTEA";-;-;-;-;-;-;-;-;-
"422000 BALNEARIO RINCAO";-;-;-;-;-;-;-;-;-
" MUNICIPIO IGNORADO - RS";-;-;-;-;-;-;-;-;-
"430003 ACEGUA";-;-;-;-;-;-;-;-;-
"430005 AGUA SANTA";-;-;-;-;-;-;-;-;-
"430010 AGUDO";-;-;1;2;-;-;-;-;3
"430020 AJURICABA";-;-;-;2;-;-;-;-;2
"430030 ALECRIM";-;-;-;-;-;-;1;-;1
"430040 ALEGRETE";-;6;1;3;4;1;-;6;21
"430045 ALEGRIA";-;-;-;-;-;-;-;-;-
"430047 ALMIRANTE TAMANDARE DO SUL";-;-;-;-;-;-;-;-;-
"430050 ALPESTRE";-;-;-;-;2;-;-;-;2
"430055 ALTO ALEGRE";-;-;-;-;-;-;-;-;-
"430057 ALTO FELIZ";-;-;-;-;-;-;-;-;-
"430060 ALVORADA";1;19;6;18;13;5;1;14;77
"430063 AMARAL FERRADOR";-;-;1;-;-;-;-;-;1
"430064 AMETISTA DO SUL";-;-;1;-;-;-;-;-;1
"430066 ANDRE DA ROCHA";-;-;-;-;-;-;-;-;-
"430070 ANTA GORDA";-;-;-;1;-;-;-;-;1
"430080 ANTONIO PRADO";-;-;-;-;-;-;-;-;-
"430085 ARAMBARE";-;-;-;1;-;-;-;-;1
"430087 ARARICA";-;-;-;-;-;-;-;1;1
"430090 ARATIBA";-;1;-;-;-;-;-;-;1
"430100 ARROIO DO MEIO";-;1;-;3;-;1;-;2;7
"430105 ARROIO DO SAL";-;-;-;-;-;-;-;-;-
"430107 ARROIO DO PADRE";-;-;-;-;-;-;-;-;-
"430110 ARROIO DOS RATOS";-;2;-;-;1;-;-;2;5
"430120 ARROIO DO TIGRE";1;1;1;3;-;1;1;1;9
"430130 ARROIO GRANDE";-;3;1;5;-;-;1;-;10
"430140 ARVOREZINHA";-;2;-;2;-;-;-;-;4
"430150 AUGUSTO PESTANA";-;-;-;-;-;-;-;-;-
"430155 AUREA";-;-;1;-;-;-;-;-;1
"430160 BAGE";-;21;2;9;9;7;-;9;57
"430163 BALNEARIO PINHAL";-;-;-;-;-;-;-;-;-
"430165 BARAO";-;-;-;-;-;-;-;-;-
"430170 BARAO DE COTEGIPE";-;1;-;-;-;-;-;-;1
"430175 BARAO DO TRIUNFO";-;-;-;-;-;-;-;-;-
"430180 BARRACAO";-;1;-;-;-;-;-;1;2
"430185 BARRA DO GUARITA";-;-;-;-;1;-;-;1;2
"430187 BARRA DO QUARAI";-;1;-;-;-;-;-;-;1
"430190 BARRA DO RIBEIRO";-;-;1;-;-;1;-;-;2
"430192 BARRA DO RIO AZUL";-;-;-;-;-;-;-;-;-
"430195 BARRA FUNDA";-;-;-;-;-;-;-;-;-
"430200 BARROS CASSAL";-;2;-;-;1;-;1;-;4
"430205 BENJAMIN CONSTANT DO SUL";-;-;-;-;-;-;-;-;-
"430210 BENTO GONCALVES";-;8;2;4;-;1;-;5;20
"430215 BOA VISTA DAS MISSOES";-;-;-;-;-;-;-;-;-
"430220 BOA VISTA DO BURICA";-;-;-;-;-;-;-;-;-
"430222 BOA VISTA DO CADEADO";-;-;-;-;-;-;-;-;-
"430223 BOA VISTA DO INCRA";-;-;-;-;-;-;-;-;-
"430225 BOA VISTA DO SUL";-;-;-;-;-;-;-;-;-
"430230 BOM JESUS";-;1;-;1;1;-;-;-;3
"430235 BOM PRINCIPIO";-;-;-;-;-;-;-;1;1
"430237 BOM PROGRESSO";-;-;-;-;-;-;-;-;-
"430240 BOM RETIRO DO SUL";-;-;1;-;1;-;-;-;2
"430245 BOQUEIRAO DO LEAO";-;4;-;1;2;-;-;-;7
"430250 BOSSOROCA";-;-;-;-;-;-;-;-;-
"430258 BOZANO";-;-;-;-;-;-;-;-;-
"430260 BRAGA";-;-;-;-;-;-;-;-;-
"430265 BROCHIER";-;-;-;-;-;-;-;1;1
"430270 BUTIA";-;1;1;3;3;-;-;2;10
"430280 CACAPAVA DO SUL";-;4;-;1;3;2;-;2;12
"430290 CACEQUI";-;-;3;-;-;1;1;3;8
"430300 CACHOEIRA DO SUL";-;8;5;2;4;2;-;6;27
"430310 CACHOEIRINHA";-;6;3;11;9;1;-;7;37
"430320 CACIQUE DOBLE";-;-;-;2;1;-;1;-;4
"430330 CAIBATE";-;1;1;2;1;-;-;1;6
"430340 CAICARA";-;1;1;-;-;-;-;-;2
"430350 CAMAQUA";-;7;5;6;3;2;1;2;26
"430355 CAMARGO";-;-;-;2;-;-;-;-;2
"430360 CAMBARA DO SUL";-;1;-;-;-;-;1;-;2
"430367 CAMPESTRE DA SERRA";-;-;-;-;-;-;-;-;-
"430370 CAMPINA DAS MISSOES";-;-;-;-;-;-;-;-;-
"430380 CAMPINAS DO SUL";-;-;-;-;-;1;-;1;2
"430390 CAMPO BOM";-;2;1;-;-;1;-;6;10
"430400 CAMPO NOVO";-;3;-;-;-;-;-;-;3
"430410 CAMPOS BORGES";-;-;-;-;-;-;-;-;-
"430420 CANDELARIA";-;3;1;2;-;-;2;2;10
"430430 CANDIDO GODOI";-;-;1;-;-;-;-;1;2
"430435 CANDIOTA";-;-;-;-;1;1;-;-;2
"430440 CANELA";-;3;2;-;1;-;-;2;8
"430450 CANGUCU";-;3;1;3;-;1;3;3;14
"430460 CANOAS";-;19;12;25;19;3;1;19;98
"430461 CANUDOS DO VALE";-;-;-;-;-;-;-;-;-
"430462 CAPAO BONITO DO SUL";-;-;-;-;-;-;-;-;-
"430463 CAPAO DA CANOA";-;1;-;1;2;-;-;1;5
"430465 CAPAO DO CIPO";-;-;-;-;-;-;-;-;-
"430466 CAPAO DO LEAO";-;3;2;-;-;3;-;2;10
"430467 CAPIVARI DO SUL";-;-;1;1;-;-;-;-;2
"430468 CAPELA DE SANTANA";-;-;-;-;-;-;-;-;-
"430469 CAPITAO";-;-;-;-;-;-;-;-;-
"430470 CARAZINHO";-;1;-;3;1;1;-;3;9
"430471 CARAA";-;-;-;-;-;-;-;-;-
"430480 CARLOS BARBOSA";-;1;-;1;-;1;-;-;3
"430485 CARLOS GOMES";-;-;-;-;-;-;-;1;1
"430490 CASCA";-;-;-;-;-;-;-;-;-
"430495 CASEIROS";-;-;-;1;-;-;-;-;1
"430500 CATUIPE";-;1;-;-;-;-;-;-;1
"430510 CAXIAS DO SUL";-;25;12;12;5;9;1;28;92
"430511 CENTENARIO";-;-;-;-;-;1;-;-;1
"430512 CERRITO";-;-;-;-;-;1;-;-;1
"430513 CERRO BRANCO";-;-;-;-;-;-;2;-;2
"430515 CERRO GRANDE";-;-;-;-;-;-;-;-;-
"430517 CERRO GRANDE DO SUL";-;-;1;-;1;1;-;1;4
"430520 CERRO LARGO";-;1;1;-;-;-;-;-;2
"430530 CHAPADA";-;1;-;-;-;-;-;2;3
"430535 CHARQUEADAS";-;-;-;2;1;-;-;-;3
"430537 CHARRUA";-;-;-;-;-;-;-;-;-
"430540 CHIAPETTA";-;-;-;-;1;-;-;-;1
"430543 CHUI";-;-;-;1;-;-;1;-;2
"430544 CHUVISCA";-;-;-;-;-;-;-;-;-
"430545 CIDREIRA";-;1;-;-;-;-;-;1;2
"430550 CIRIACO";-;1;-;-;1;-;-;-;2
"430558 COLINAS";-;-;-;-;-;-;-;-;-
"430560 COLORADO";-;-;-;-;-;-;-;-;-
"430570 CONDOR";-;-;-;-;-;1;-;-;1
"430580 CONSTANTINA";-;1;-;2;-;-;-;-;3
"430583 COQUEIRO BAIXO";-;-;-;-;-;-;-;-;-
"430585 COQUEIROS DO SUL";-;-;-;-;-;-;-;-;-
"430587 CORONEL BARROS";-;-;-;-;-;-;-;-;-
"430590 CORONEL BICACO";-;1;-;-;-;-;-;-;1
"430593 CORONEL PILAR";-;-;-;-;-;-;-;-;-
"430595 COTIPORA";-;-;-;-;-;-;-;-;-
"430597 COXILHA";-;1;-;-;1;-;-;-;2
"430600 CRISSIUMAL";-;1;-;1;-;-;-;1;3
"430605 CRISTAL";-;-;-;-;-;-;-;1;1
"430607 CRISTAL DO SUL";-;1;1;1;-;-;-;-;3
"430610 CRUZ ALTA";-;18;3;2;1;2;-;4;30
"430613 CRUZALTENSE";-;-;-;-;-;-;-;-;-
"430620 CRUZEIRO DO SUL";-;1;-;-;-;-;-;-;1
"430630 DAVID CANABARRO";-;-;-;1;-;-;-;-;1
"430632 DERRUBADAS";-;-;-;-;-;-;-;-;-
"430635 DEZESSEIS DE NOVEMBRO";-;-;-;-;-;-;-;-;-
"430637 DILERMANDO DE AGUIAR";-;-;-;-;-;-;-;-;-
"430640 DOIS IRMAOS";-;1;1;2;-;-;-;-;4
"430642 DOIS IRMAOS DAS MISSOES";-;-;-;1;-;-;1;-;2
"430645 DOIS LAJEADOS";-;-;-;-;-;-;-;-;-
"430650 DOM FELICIANO";-;2;1;1;-;-;1;2;7
"430655 DOM PEDRO DE ALCANTARA";-;-;-;-;-;-;-;-;-
"430660 DOM PEDRITO";-;9;2;5;4;-;4;4;28
"430670 DONA FRANCISCA";-;-;-;-;-;-;1;-;1
"430673 DOUTOR MAURICIO CARDOSO";-;-;-;-;-;-;-;-;-
"430675 DOUTOR RICARDO";-;-;-;-;-;-;-;-;-
"430676 ELDORADO DO SUL";1;2;-;3;2;1;-;3;12
"430680 ENCANTADO";-;1;-;-;1;-;-;-;2
"430690 ENCRUZILHADA DO SUL";-;1;2;1;1;1;-;3;9
"430692 ENGENHO VELHO";-;-;-;-;-;-;-;-;-
"430693 ENTRE-IJUIS";-;-;-;1;-;-;-;-;1
"430695 ENTRE RIOS DO SUL";-;-;-;-;-;-;-;-;-
"430697 EREBANGO";-;-;-;-;-;-;-;-;-
"430700 ERECHIM";-;4;-;8;4;1;1;3;21
"430705 ERNESTINA";-;-;-;-;-;-;-;-;-
"430710 HERVAL";-;-;1;-;-;-;-;-;1
"430720 ERVAL GRANDE";-;-;-;-;-;-;-;-;-
"430730 ERVAL SECO";-;1;-;1;-;-;1;-;3
"430740 ESMERALDA";-;1;-;-;1;-;-;-;2
"430745 ESPERANCA DO SUL";-;1;-;-;-;-;-;-;1
"430750 ESPUMOSO";-;1;-;1;-;-;-;-;2
"430755 ESTACAO";-;-;-;-;-;-;-;-;-
"430760 ESTANCIA VELHA";-;-;1;5;1;-;-;1;8
"430770 ESTEIO";-;2;1;7;4;2;-;6;22
"430780 ESTRELA";-;1;1;1;-;-;-;1;4
"430781 ESTRELA VELHA";-;-;-;1;-;-;-;-;1
"430783 EUGENIO DE CASTRO";-;-;-;-;1;-;-;-;1
"430786 FAGUNDES VARELA";-;-;-;-;-;-;-;-;-
"430790 FARROUPILHA";-;3;-;4;1;-;1;2;11
"430800 FAXINAL DO SOTURNO";-;-;-;-;-;1;-;-;1
"430805 FAXINALZINHO";-;-;-;-;-;-;-;-;-
"430807 FAZENDA VILANOVA";-;-;-;1;-;-;-;-;1
"430810 FELIZ";-;-;-;-;-;-;-;-;-
"430820 FLORES DA CUNHA";-;1;-;-;-;1;-;-;2
"430825 FLORIANO PEIXOTO";-;-;-;-;-;-;-;-;-
"430830 FONTOURA XAVIER";-;-;1;1;1;1;1;-;5
"430840 FORMIGUEIRO";-;-;-;-;-;-;-;-;-
"430843 FORQUETINHA";-;-;-;-;-;-;-;-;-
"430845 FORTALEZA DOS VALOS";-;1;-;2;-;-;-;-;3
"430850 FREDERICO WESTPHALEN";-;1;1;3;2;1;-;3;11
"430860 GARIBALDI";-;2;-;-;1;-;-;-;3
"430865 GARRUCHOS";-;-;-;-;-;-;-;-;-
"430870 GAURAMA";-;-;-;-;-;-;-;-;-
"430880 GENERAL CAMARA";-;1;-;-;-;-;-;-;1
"430885 GENTIL";-;-;-;-;-;-;-;-;-
"430890 GETULIO VARGAS";-;-;-;-;-;1;-;1;2
"430900 GIRUA";-;4;-;1;2;-;-;-;7
"430905 GLORINHA";-;-;-;-;-;1;-;-;1
"430910 GRAMADO";-;3;1;4;-;1;-;3;12
"430912 GRAMADO DOS LOUREIROS";-;-;-;-;1;-;-;-;1
"430915 GRAMADO XAVIER";-;1;-;1;-;-;-;-;2
"430920 GRAVATAI";-;19;11;11;9;3;1;19;73
"430925 GUABIJU";-;-;-;-;-;-;-;1;1
"430930 GUAIBA";1;7;7;10;5;1;-;7;38
"430940 GUAPORE";-;-;1;3;-;1;-;2;7
"430950 GUARANI DAS MISSOES";-;1;1;-;-;-;-;-;2
"430955 HARMONIA";-;-;-;1;-;-;-;-;1
"430957 HERVEIRAS";-;-;-;-;-;-;-;-;-
"430960 HORIZONTINA";-;2;-;-;-;-;-;-;2
"430965 HULHA NEGRA";-;2;-;-;1;1;-;-;4
"430970 HUMAITA";-;-;-;2;-;-;-;1;3
"430975 IBARAMA";-;-;-;-;-;-;-;-;-
"430980 IBIACA";-;-;-;-;-;-;-;-;-
"430990 IBIRAIARAS";-;-;1;-;-;1;-;-;2
"430995 IBIRAPUITA";-;-;-;-;-;-;-;-;-
"431000 IBIRUBA";-;1;-;1;-;-;-;1;3
"431010 IGREJINHA";-;1;-;1;-;-;-;-;2
"431020 IJUI";-;4;1;4;4;2;-;3;18
"431030 ILOPOLIS";-;-;-;-;-;-;-;-;-
"431033 IMBE";-;1;-;1;1;-;-;-;3
"431036 IMIGRANTE";-;-;-;-;1;-;-;-;1
"431040 INDEPENDENCIA";-;-;-;1;-;-;-;-;1
"431041 INHACORA";-;-;-;-;-;-;-;-;-
"431043 IPE";-;-;1;-;-;-;-;-;1
"431046 IPIRANGA DO SUL";-;-;-;-;-;-;-;-;-
"431050 IRAI";-;-;-;-;-;-;-;-;-
"431053 ITAARA";-;-;-;1;-;-;-;-;1
"431055 ITACURUBI";-;1;-;-;-;-;-;-;1
"431057 ITAPUCA";-;-;-;-;-;-;-;-;-
"431060 ITAQUI";-;5;4;-;1;1;2;3;16
"431065 ITATI";-;-;-;-;-;-;-;-;-
"431070 ITATIBA DO SUL";-;-;-;-;-;-;-;1;1
"431075 IVORA";-;-;-;-;-;-;-;1;1
"431080 IVOTI";-;1;-;1;-;-;-;-;2
"431085 JABOTICABA";-;-;-;-;-;1;-;-;1
"431087 JACUIZINHO";-;-;-;-;-;-;-;-;-
"431090 JACUTINGA";-;-;-;-;-;-;-;-;-
"431100 JAGUARAO";-;2;1;1;1;3;2;3;13
"431110 JAGUARI";-;-;1;-;-;-;-;-;1
"431112 JAQUIRANA";-;-;1;-;-;1;-;1;3
"431113 JARI";-;-;-;-;-;-;-;-;-
"431115 JOIA";-;1;-;-;-;-;-;-;1
"431120 JULIO DE CASTILHOS";-;-;-;-;-;-;-;1;1
"431123 LAGOA BONITA DO SUL";-;-;-;-;-;-;-;-;-
"431125 LAGOAO";-;1;-;-;1;-;2;-;4
"431127 LAGOA DOS TRES CANTOS";-;-;-;-;-;-;-;-;-
"431130 LAGOA VERMELHA";-;1;2;5;-;2;-;-;10
"431140 LAJEADO";-;4;-;8;1;1;-;1;15
"431142 LAJEADO DO BUGRE";-;-;-;-;-;-;-;-;-
"431150 LAVRAS DO SUL";-;1;1;2;-;-;-;-;4
"431160 LIBERATO SALZANO";-;2;-;-;-;-;-;1;3
"431162 LINDOLFO COLLOR";-;-;-;1;-;-;-;-;1
"431164 LINHA NOVA";-;-;-;-;-;-;-;-;-
"431170 MACHADINHO";-;-;-;1;-;1;-;-;2
"431171 MACAMBARA";-;-;-;-;-;-;-;-;-
"431173 MAMPITUBA";-;-;-;-;-;-;-;-;-
"431175 MANOEL VIANA";-;-;1;-;-;1;-;-;2
"431177 MAQUINE";-;-;-;-;-;-;-;-;-
"431179 MARATA";-;-;-;-;1;-;-;-;1
"431180 MARAU";-;1;-;2;-;-;1;-;4
"431190 MARCELINO RAMOS";-;-;-;-;-;-;-;-;-
"431198 MARIANA PIMENTEL";-;-;-;-;-;-;-;1;1
"431200 MARIANO MORO";-;-;-;-;-;-;-;1;1
"431205 MARQUES DE SOUZA";-;-;-;-;-;-;-;-;-
"431210 MATA";-;-;-;1;1;1;-;-;3
"431213 MATO CASTELHANO";-;-;-;-;-;-;-;-;-
"431215 MATO LEITAO";-;-;-;-;-;-;-;-;-
"431217 MATO QUEIMADO";-;-;-;-;-;-;-;-;-
"431220 MAXIMILIANO DE ALMEIDA";-;-;-;-;1;-;1;-;2
"431225 MINAS DO LEAO";-;-;-;1;-;-;-;1;2
"431230 MIRAGUAI";-;-;-;-;-;-;-;-;-
"431235 MONTAURI";-;-;-;-;-;-;-;-;-
"431237 MONTE ALEGRE DOS CAMPOS";-;-;-;-;-;-;-;-;-
"431238 MONTE BELO DO SUL";-;-;-;-;-;-;-;1;1
"431240 MONTENEGRO";-;2;2;1;1;1;-;6;13
"431242 MORMACO";-;-;-;1;-;-;-;-;1
"431244 MORRINHOS DO SUL";-;-;-;-;-;-;-;-;-
"431245 MORRO REDONDO";-;1;-;-;-;-;-;-;1
"431247 MORRO REUTER";-;-;-;-;-;-;-;-;-
"431250 MOSTARDAS";-;-;-;-;1;-;-;-;1
"431260 MUCUM";-;-;-;-;-;-;-;-;-
"431261 MUITOS CAPOES";-;1;-;-;-;-;-;1;2
"431262 MULITERNO";-;-;-;-;1;-;-;-;1
"431265 NAO-ME-TOQUE";-;-;1;-;-;-;-;1;2
"431267 NICOLAU VERGUEIRO";-;-;-;-;-;-;-;-;-
"431270 NONOAI";-;1;-;-;1;1;-;1;4
"431275 NOVA ALVORADA";-;-;-;-;-;-;-;-;-
"431280 NOVA ARACA";-;-;-;-;-;-;-;-;-
"431290 NOVA BASSANO";-;1;-;-;-;-;-;-;1
"431295 NOVA BOA VISTA";-;-;-;-;-;-;-;-;-
"431300 NOVA BRESCIA";-;2;-;-;-;-;-;-;2
"431301 NOVA CANDELARIA";-;-;-;-;-;-;-;-;-
"431303 NOVA ESPERANCA DO SUL";-;-;-;-;-;1;-;1;2
"431306 NOVA HARTZ";-;1;1;1;1;-;-;1;5
"431308 NOVA PADUA";-;-;-;-;-;-;-;-;-
"431310 NOVA PALMA";-;-;-;-;-;-;-;-;-
"431320 NOVA PETROPOLIS";-;1;-;-;1;-;-;1;3
"431330 NOVA PRATA";-;1;-;1;1;-;-;-;3
"431333 NOVA RAMADA";-;1;-;-;-;-;-;-;1
"431335 NOVA ROMA DO SUL";-;1;-;1;-;-;-;-;2
"431337 NOVA SANTA RITA";-;-;-;3;-;-;-;2;5
"431339 NOVO CABRAIS";-;-;-;-;-;-;-;-;-
"431340 NOVO HAMBURGO";-;18;8;12;8;5;1;14;66
"431342 NOVO MACHADO";-;-;-;-;-;-;-;-;-
"431344 NOVO TIRADENTES";-;-;-;-;-;-;-;-;-
"431346 NOVO XINGU";-;-;-;-;-;-;-;-;-
"431349 NOVO BARREIRO";-;-;-;1;1;-;-;-;2
"431350 OSORIO";-;2;1;-;2;1;-;2;8
"431360 PAIM FILHO";-;-;-;-;-;-;-;-;-
"431365 PALMARES DO SUL";-;-;-;-;-;-;-;-;-
"431370 PALMEIRA DAS MISSOES";-;1;-;-;-;3;-;1;5
"431380 PALMITINHO";-;-;-;3;-;-;-;-;3
"431390 PANAMBI";-;1;3;5;1;2;-;-;12
"431395 PANTANO GRANDE";-;-;-;1;-;3;-;-;4
"431400 PARAI";-;-;1;-;-;-;-;-;1
"431402 PARAISO DO SUL";-;-;-;-;1;-;-;-;1
"431403 PARECI NOVO";-;-;-;-;-;-;-;-;-
"431405 PAROBE";-;1;1;3;2;2;-;5;14
"431406 PASSA SETE";-;-;1;-;-;-;1;-;2
"431407 PASSO DO SOBRADO";-;-;-;-;-;-;-;-;-
"431410 PASSO FUNDO";-;14;7;18;9;5;6;13;72
"431413 PAULO BENTO";-;-;-;-;-;-;-;-;-
"431415 PAVERAMA";-;-;-;-;-;-;1;-;1
"431417 PEDRAS ALTAS";-;-;-;-;-;-;-;-;-
"431420 PEDRO OSORIO";-;5;-;3;1;-;-;-;9
"431430 PEJUCARA";-;-;-;-;1;-;-;-;1
"431440 PELOTAS";-;34;13;21;8;15;-;24;115
"431442 PICADA CAFE";-;-;-;-;-;-;-;-;-
"431445 PINHAL";-;-;-;1;-;-;-;-;1
"431446 PINHAL DA SERRA";-;-;-;-;-;-;-;-;-
"431447 PINHAL GRANDE";-;-;-;-;1;-;-;-;1
"431449 PINHEIRINHO DO VALE";-;-;-;1;-;1;-;-;2
"431450 PINHEIRO MACHADO";-;1;1;-;1;-;-;-;3
"431454 PINTO BANDEIRA";-;-;-;-;-;-;-;-;-
"431455 PIRAPO";-;-;-;-;-;-;-;-;-
"431460 PIRATINI";-;-;-;-;1;2;-;2;5
"431470 PLANALTO";-;-;-;3;-;-;-;-;3
"431475 POCO DAS ANTAS";-;-;-;-;-;-;-;-;-
"431477 PONTAO";-;-;-;-;-;-;-;-;-
"431478 PONTE PRETA";-;-;-;-;-;-;-;-;-
"431480 PORTAO";-;-;-;-;-;1;-;-;1
"431490 PORTO ALEGRE";4;151;36;21;50;31;1;78;372
"431500 PORTO LUCENA";-;1;-;1;-;-;-;2;4
"431505 PORTO MAUA";-;-;-;-;-;-;-;1;1
"431507 PORTO VERA CRUZ";-;-;-;-;-;-;-;-;-
"431510 PORTO XAVIER";-;-;-;2;-;-;-;-;2
"431513 POUSO NOVO";-;-;-;1;-;-;-;-;1
"431514 PRESIDENTE LUCENA";-;-;-;-;-;-;-;-;-
"431515 PROGRESSO";-;3;-;2;1;1;-;-;7
"431517 PROTASIO ALVES";-;-;-;-;-;-;-;1;1
"431520 PUTINGA";-;-;-;-;-;-;-;-;-
"431530 QUARAI";-;3;2;5;1;-;-;2;13
"431531 QUATRO IRMAOS";-;-;-;-;-;-;-;-;-
"431532 QUEVEDOS";-;-;-;-;-;-;-;-;-
"431535 QUINZE DE NOVEMBRO";-;-;-;-;-;1;-;-;1
"431540 REDENTORA";-;-;-;-;-;-;-;-;-
"431545 RELVADO";-;-;-;-;-;-;-;-;-
"431550 RESTINGA SECA";-;-;-;1;-;1;-;-;2
"431555 RIO DOS INDIOS";-;-;-;1;-;-;1;-;2
"431560 RIO GRANDE";-;17;11;12;8;17;-;6;71
"431570 RIO PARDO";-;4;-;1;1;1;-;6;13
"431575 RIOZINHO";-;-;1;-;-;-;-;-;1
"431580 ROCA SALES";-;1;-;-;-;1;-;-;2
"431590 RODEIO BONITO";-;-;-;-;-;-;-;1;1
"431595 ROLADOR";-;-;-;-;-;-;-;-;-
"431600 ROLANTE";-;3;-;3;-;-;-;-;6
"431610 RONDA ALTA";-;-;-;-;-;1;-;1;2
"431620 RONDINHA";-;-;-;-;-;-;-;1;1
"431630 ROQUE GONZALES";-;-;1;-;-;-;-;1;2
"431640 ROSARIO DO SUL";-;-;1;-;1;1;-;1;4
"431642 SAGRADA FAMILIA";-;1;-;-;-;-;-;-;1
"431643 SALDANHA MARINHO";-;-;-;-;-;-;-;1;1
"431645 SALTO DO JACUI";-;1;-;-;1;-;-;1;3
"431647 SALVADOR DAS MISSOES";-;-;-;-;-;-;-;-;-
"431650 SALVADOR DO SUL";-;-;-;-;1;-;-;-;1
"431660 SANANDUVA";-;-;1;2;-;-;-;-;3
"431670 SANTA BARBARA DO SUL";-;-;-;-;1;-;-;1;2
